"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"21205","AT 2017fcy","14:57:58.110","+54:26:12.56","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnd","PS1 - GPC1","","1","1","","19.58","i-Sloan","2017-07-01 06:34:33.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21204","AT 2017fcx","08:46:34.230","-20:38:54.35","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bry","Gaia - Gaia-photometric","","1","1","","19.22","G-Gaia","2017-06-19 07:48:00.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21203","AT 2017fcw","07:42:41.700","-40:51:58.82","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brx","Gaia - Gaia-photometric","","1","1","","18.51","G-Gaia","2017-07-03 07:29:16.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21202","AT 2017fcv","00:00:06.090","-48:10:00.23","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brw","Gaia - Gaia-photometric","","1","1","","18.2","G-Gaia","2017-07-03 00:23:02.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21201","AT 2017fcu","02:38:30.730","-60:58:59.27","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brv","Gaia - Gaia-photometric","","1","1","","18.59","G-Gaia","2017-07-03 00:46:04.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21200","AT 2017fct","09:38:39.560","+02:00:27.97","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bru","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2017-07-03 20:18:14.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21199","AT 2017fcs","20:22:29.580","+29:23:41.46","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brt","Gaia - Gaia-photometric","","1","1","","18.06","G-Gaia","2017-07-03 06:38:52.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21198","AT 2017fcr","20:54:09.340","+17:23:13.78","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brs","Gaia - Gaia-photometric","","1","1","","18.59","G-Gaia","2017-07-03 11:06:43.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21197","AT 2017fcq","11:57:29.840","+48:42:55.19","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brq","Gaia - Gaia-photometric","","1","1","","18.61","G-Gaia","2017-07-03 03:15:50.000","Gaia_Bot1","","2017TNSTR.734....1D","",""
"21196","AT 2017fcp","16:16:33.796","+68:00:43.46","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17htp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1","","1","1","","19.3","orange-ATLAS","2017-06-23 10:16:19.000","ATLAS_Bot1","","2017TNSTR.733....1T","",""
"21194","AT 2017fcn","23:26:40.451","-12:22:49.87","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hti","ATLAS-MLO - ATLAS-01","","1","1","","17.79","orange-ATLAS","2017-06-27 14:51:21.000","ATLAS_Bot1","","2017TNSTR.733....1T","",""
"21193","AT 2017fcm","21:56:27.120","-21:04:57.18","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dna","PS1 - GPC1","","1","1","","20.86","w-P1","2017-06-21 13:29:16.000","PS1_Bot1","","2017TNSTR.731....1C","",""
"21192","AT 2017fcl","16:31:32.553","+00:28:47.78","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnb","PS1 - GPC1","","1","1","","20.72","w-P1","2017-06-23 08:26:52.000","PS1_Bot1","","2017TNSTR.731....1C","",""
"21190","AT 2017fcj","19:18:00.610","+42:43:17.36","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brn","Gaia - Gaia-photometric","","1","1","","18.33","G-Gaia","2017-07-02 16:32:09.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21189","AT 2017fci","19:44:56.880","+35:37:13.69","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brm","Gaia - Gaia-photometric","","1","1","","18.73","G-Gaia","2017-07-02 10:40:48.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21188","AT 2017fch","21:55:30.210","-10:46:51.92","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brl","Gaia - Gaia-photometric","","1","1","","18.81","G-Gaia","2017-06-29 05:35:31.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21187","AT 2017fcg","19:42:30.130","+32:39:03.92","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brk","Gaia - Gaia-photometric","","1","1","","19.55","G-Gaia","2017-07-01 18:28:48.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21186","AT 2017fcf","07:59:03.920","-28:14:33.58","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brj","Gaia - Gaia-photometric","","1","1","","18.11","G-Gaia","2017-07-01 19:39:21.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21185","AT 2017fce","20:21:17.340","+19:44:52.94","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bri","Gaia - Gaia-photometric","","1","1","","18.17","G-Gaia","2017-07-01 06:46:04.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21184","AT 2017fcd","23:44:58.180","-42:33:08.17","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brh","Gaia - Gaia-photometric","","1","1","","18.39","G-Gaia","2017-07-02 00:15:50.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21183","AT 2017fcc","01:01:18.680","-49:59:11.26","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brg","Gaia - Gaia-photometric","","1","1","","18.54","G-Gaia","2017-07-01 12:28:48.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21182","AT 2017fcb","18:21:08.010","+45:00:55.66","","","","","GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS","","GaiaAlerts; Pan-STARRS","Gaia17brf","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.56","G-Gaia","2017-07-01 06:07:12.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21181","AT 2017fca","20:15:08.250","+20:40:31.19","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brd","Gaia - Gaia-photometric","","1","1","","19.21","G-Gaia","2017-07-01 00:43:12.000","Gaia_Bot1","","2017TNSTR.730....1D","",""
"21180","AT 2017fbz","02:31:43.720","-53:17:25.33","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brc","Gaia - Gaia-photometric","","1","1","","17.87","G-Gaia","2017-07-01 00:40:19.000","Gaia_Bot1","","2017TNSTR.725....1D","",""
"21179","AT 2017fby","01:32:50.026","-12:36:14.36","","","2MASX J01325005-1236127","0.043513","ASAS-SN","ASAS-SN","","ASAS-SN","ASASSN-17it","ASASSN-1 - Brutus","","1","1","","17.1","V-Johnson","2017-07-01 13:55:12.000","Stanek","","2017TNSTR.721....1P","",""
"21178","AT 2017fbx","02:49:46.500","-52:22:45.26","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17brb","Gaia - Gaia-photometric","","1","1","","17.92","G-Gaia","2017-06-30 18:43:12.000","Gaia_Bot1","","2017TNSTR.725....1D","",""
"21177","AT 2017fbw","23:48:46.090","-38:14:11.11","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bra","Gaia - Gaia-photometric","","1","1","","18.69","G-Gaia","2017-06-30 18:11:31.000","Gaia_Bot1","","2017TNSTR.725....1D","",""
"21176","AT 2017fbv","12:20:19.900","+41:36:48.96","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqy","Gaia - Gaia-photometric","","1","1","","18.53","G-Gaia","2017-06-30 09:12:57.000","Gaia_Bot1","","2017TNSTR.725....1D","",""
"21175","AT 2017fbu","02:11:06.941","+03:50:36.57","","","IC 0211","0.010861","ASAS-SN, Pan-STARRS, MASTER","ASAS-SN, Pan-STARRS, MASTER","","ASAS-SN; MASTER; Pan-STARRS","ASASSN-17is","ASASSN-1 - Brutus, ASASSN-2 - Cassius, Other - Other, PS1 - GPC1","","1","1","","16.6","V-Johnson","2017-07-02 09:36:00.000","Stanek","","2017TNSTR.722....1D","",""
"21174","AT 2017fbt","07:41:08.450","-30:03:17.93","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqw","Gaia - Gaia-photometric","","1","1","","14.8","G-Gaia","2017-07-01 01:35:02.000","Gaia_Bot1","","2017TNSTR.725....1D","",""
"21169","AT 2017fbo","12:24:53.248","+40:31:50.78","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hrq","ATLAS-MLO - ATLAS-01","","1","1","","19.46","orange-ATLAS","2017-06-21 06:41:45.000","ATLAS_Bot1","","2017TNSTR.715....1T","",""
"21168","AT 2017fbn","11:23:18.466","+08:50:46.57","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hrz","ATLAS-MLO - ATLAS-01","","1","1","","18.79","orange-ATLAS","2017-06-27 06:36:00.000","ATLAS_Bot1","","2017TNSTR.715....1T","",""
"21167","AT 2017fbm","12:30:38.323","+05:11:39.20","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hsb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.45","orange-ATLAS","2017-05-19 09:23:02.000","ATLAS_Bot1","","2017TNSTR.715....1T","",""
"21166","AT 2017fbl","14:05:47.851","+40:33:57.29","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hsa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.72","orange-ATLAS","2017-06-21 08:26:52.000","ATLAS_Bot1","","2017TNSTR.715....1T","",""
"21165","AT 2017fbk","11:02:29.333","+29:08:08.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hrr","ATLAS-HKO - ATLAS-02","","1","1","","18.81","orange-ATLAS","2017-06-13 07:39:21.000","ATLAS_Bot1","","2017TNSTR.715....1T","",""
"21164","AT 2017fbj","08:58:20.558","-65:21:49.75","","","ESO 090- G 011 ","0.018422","ASAS-SN","ASAS-SN","","ASAS-SN","ASASSN-17ip","ASASSN-2 - Cassius","","1","1","","16.8","V-Johnson","2017-06-29 22:48:00.000","Stanek","","2017TNSTR.711....1S","",""
"21163","AT 2017fbi","16:11:38.037","+06:08:48.10","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmz","PS1 - GPC1","","1","1","","21.13","w-P1","2017-06-25 08:09:36.000","PS1_Bot1","","2017TNSTR.717....1C","",""
"21161","AT 2017fbg","07:23:22.150","-27:09:17.17","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqv","Gaia - Gaia-photometric","","1","1","","17.95","G-Gaia","2017-06-29 09:18:43.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21160","AT 2017fbf","06:23:38.850","-35:38:28.46","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqu","Gaia - Gaia-photometric","","1","1","","17.04","G-Gaia","2017-06-13 20:58:33.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21159","AT 2017fbe","01:51:18.540","-44:46:24.42","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqt","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2017-06-29 06:30:14.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21158","AT 2017fbd","10:07:43.050","+14:02:43.73","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqs","Gaia - Gaia-photometric","","1","1","","18.82","G-Gaia","2017-06-29 14:29:45.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21157","AT 2017fbc","21:17:15.150","-00:25:10.96","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqr","Gaia - Gaia-photometric","","1","1","","19.1","G-Gaia","2017-06-27 23:19:40.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21156","AT 2017fbb","18:18:50.890","+36:41:20.00","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqq","Gaia - Gaia-photometric","","1","1","","17.79","G-Gaia","2017-06-29 06:11:31.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21155","AT 2017fba","20:01:30.040","+18:42:54.86","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqp","Gaia - Gaia-photometric","","1","1","","18.33","G-Gaia","2017-06-29 04:55:12.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21154","AT 2017faz","20:12:22.870","+18:26:53.95","","","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","","GaiaAlerts; ZTF","Gaia17bqo","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","18.03","G-Gaia","2017-06-30 00:44:38.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21153","AT 2017fay","14:54:58.630","+48:16:39.83","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqn","Gaia - Gaia-photometric","","1","1","","18.51","G-Gaia","2017-06-04 09:51:50.000","Gaia_Bot1","","2017TNSTR.716....1D","",""
"21152","AT 2017fax","23:03:56.354","+30:09:28.51","","","NGC 7473","","POSS, Pan-STARRS","POSS, Pan-STARRS","","Pan-STARRS; POSS","","Other - Other, PS1 - GPC1","","1","1","","19.7","Clear-","2017-06-25 10:45:32.000","Puckett","","2017TNSTR.718....1G","",""
"21151","AT 2017faw","21:17:39.610","-44:54:15.73","","","GALEXASC J211739.70-445416.1","","ASAS-SN","ASAS-SN","","ASAS-SN","ASASSN-17in","ASASSN-2 - Cassius","","1","1","","16.7","V-Johnson","2017-06-30 06:14:24.000","Stanek","","2017TNSTR.714....1S","",""
"21149","AT 2017fau","19:32:52.134","-18:50:09.14","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hrd","ATLAS-MLO - ATLAS-01","","1","1","","18.82","orange-ATLAS","2017-06-18 12:34:33.000","ATLAS_Bot1","","2017TNSTR.709....1T","",""
"21148","AT 2017fat","02:56:41.010","-42:34:55.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqm","Gaia - Gaia-photometric","","1","1","","18.18","G-Gaia","2017-06-05 00:41:45.000","Gaia_Bot1","","2017TNSTR.710....1D","",""
"21147","AT 2017fas","21:55:49.160","-09:19:40.94","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqk","Gaia - Gaia-photometric","","1","1","","18.87","G-Gaia","2017-06-28 05:32:38.000","Gaia_Bot1","","2017TNSTR.710....1D","",""
"21146","AT 2017far","23:46:53.090","-28:33:37.84","","","","","GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS","","GaiaAlerts; Pan-STARRS","Gaia17bqj","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.23","G-Gaia","2017-06-28 00:02:52.000","Gaia_Bot1","","2017TNSTR.710....1D","",""
"21145","AT 2017faq","16:48:58.296","-03:46:26.88","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmy","PS1 - GPC1","","1","1","","20.53","w-P1","2017-06-23 08:32:38.000","PS1_Bot1","","2017TNSTR.708....1C","",""
"21144","AT 2017fap","21:45:43.819","-19:48:14.22","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmw","PS1 - GPC1","","1","1","","18.04","w-P1","2017-06-21 13:26:24.000","PS1_Bot1","","2017TNSTR.708....1C","",""
"21143","AT 2017fao","21:47:26.031","-18:53:00.24","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmx","PS1 - GPC1","","1","1","","20.47","w-P1","2017-06-21 13:26:24.000","PS1_Bot1","","2017TNSTR.708....1C","",""
"21142","AT 2017fan","21:28:06.972","+68:28:40.56","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hkx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","17.82","orange-ATLAS","2017-06-17 14:48:28.000","ATLAS_Bot1","","2017TNSTR.706....1T","",""
"21141","AT 2017fam","22:38:29.654","+25:16:08.68","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hnu","ATLAS-MLO - ATLAS-01","","1","1","","19.1","orange-ATLAS","2017-06-24 14:25:26.000","ATLAS_Bot1","","2017TNSTR.706....1T","",""
"21140","AT 2017fal","12:22:48.340","+30:10:45.55","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqi","Gaia - Gaia-photometric","","1","1","","19.48","G-Gaia","2017-05-28 11:11:02.000","Gaia_Bot1","","2017TNSTR.707....1D","",""
"21139","AT 2017fak","10:48:28.770","+16:58:28.06","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqh","Gaia - Gaia-photometric","","1","1","","18.57","G-Gaia","2017-06-27 08:38:24.000","Gaia_Bot1","","2017TNSTR.707....1D","",""
"21138","AT 2017faj","23:26:52.270","-24:58:47.35","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqg","Gaia - Gaia-photometric","","1","1","","18.86","G-Gaia","2017-06-27 19:43:40.000","Gaia_Bot1","","2017TNSTR.707....1D","",""
"21137","AT 2017fai","19:59:19.840","+16:24:40.97","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqf","Gaia - Gaia-photometric","","1","1","","17.77","G-Gaia","2017-06-27 18:41:45.000","Gaia_Bot1","","2017TNSTR.707....1D","",""
"21136","AT 2017fah","17:13:13.140","+36:38:46.90","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqe","Gaia - Gaia-photometric","","1","1","","16.59","G-Gaia","2017-06-27 16:10:33.000","Gaia_Bot1","","2017TNSTR.707....1D","",""
"21135","AT 2017fag","16:41:51.826","+22:01:37.37","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hpu","ATLAS-HKO - ATLAS-02","","1","1","","19.01","orange-ATLAS","2017-06-13 11:28:19.000","ATLAS_Bot1","","2017TNSTR.703....1T","",""
"21133","AT 2017fae","10:36:55.837","+27:16:39.96","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hpq","ATLAS-HKO - ATLAS-02","","1","1","","19.29","orange-ATLAS","2017-06-13 07:46:33.000","ATLAS_Bot1","","2017TNSTR.703....1T","",""
"21132","AT 2017fad","17:11:05.331","-08:10:38.15","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17hpf","ATLAS-MLO - ATLAS-01","","1","1","","17.12","orange-ATLAS","2017-06-27 10:17:45.000","ATLAS_Bot1","","2017TNSTR.703....1T","",""
"21131","AT 2017fac","22:04:53.901","-28:43:12.13","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmv","PS1 - GPC1","","1","1","","19.19","w-P1","2017-06-24 13:09:07.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21130","AT 2017fab","15:57:00.455","-14:28:08.71","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmu","PS1 - GPC1","","1","1","","20.63","w-P1","2017-06-24 09:05:45.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21128","AT 2017ezz","16:27:35.777","+09:56:54.80","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17hpd","ATLAS-MLO - ATLAS-01, PS1 - GPC1","","1","1","","17.59","orange-ATLAS","2017-05-21 13:37:55.000","ATLAS_Bot1","","2017TNSTR.699....1T","",""
"21127","AT 2017ezy","10:12:13.350","+06:30:57.20","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bqd","Gaia - Gaia-photometric","","1","1","","16.18","G-Gaia","2017-06-25 20:22:33.000","Gaia_Bot1","","2017TNSTR.701....1D","",""
"21126","AT 2017ezx","16:17:32.191","+06:40:38.15","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmg","PS1 - GPC1","","1","1","","19.69","w-P1","2017-06-25 08:18:14.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21125","AT 2017ezw","16:19:44.147","+08:14:30.07","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmh","PS1 - GPC1","","1","1","","19.21","w-P1","2017-06-25 08:18:14.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21124","AT 2017ezv","16:03:40.466","+01:26:42.98","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dme","PS1 - GPC1","","1","1","","21.24","w-P1","2017-06-25 08:06:43.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21123","AT 2017ezu","16:15:12.204","+01:22:50.08","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmf","PS1 - GPC1","","1","1","","21.03","w-P1","2017-06-25 08:12:28.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21122","AT 2017ezt","20:29:09.473","-22:52:24.56","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmc","PS1 - GPC1","","1","1","","20.58","w-P1","2017-06-24 12:12:57.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21121","AT 2017ezs","22:15:18.310","-25:56:54.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dmd","PS1 - GPC1","","1","1","","19.49","w-P1","2017-06-24 13:12:00.000","PS1_Bot1","","2017TNSTR.702....1C","",""
"21120","AT 2017ezr","16:18:18.580","-08:49:39.73","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dma","PS1 - GPC1","","1","1","","21.42","w-P1","2017-06-24 09:12:57.000","PS1_Bot1","","2017TNSTR.702....1C","",""
