"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"21308","AT 2017fgu","17:56:13.940","+22:33:42.40","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dqk","PS1 - GPC1","","1","1","","20.37","i-Sloan","2017-07-09 10:12:00.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21307","AT 2017fgt","17:40:01.286","+16:42:06.28","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dqu","PS1 - GPC1","","1","1","","19.5","i-Sloan","2017-07-09 10:17:45.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21306","AT 2017fgs","03:38:23.210","-86:00:14.98","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17btb","Gaia - Gaia-photometric","","1","1","","17.51","G-Gaia","2017-07-10 01:03:21.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21305","AT 2017fgr","10:34:13.800","+16:36:51.41","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bta","Gaia - Gaia-photometric","","1","1","","19.11","G-Gaia","2017-06-28 02:35:31.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21304","AT 2017fgq","21:52:45.380","+61:44:51.83","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsz","Gaia - Gaia-photometric","","1","1","","18.92","G-Gaia","2017-07-09 22:29:16.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21303","AT 2017fgp","22:40:58.251","+25:14:23.33","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpu","PS1 - GPC1","","1","1","","20.37","i-Sloan","2017-07-04 11:58:33.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21302","AT 2017fgo","21:11:13.097","-23:51:41.56","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dps","PS1 - GPC1","","1","1","","20.55","w-P1","2017-06-21 13:33:35.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21301","AT 2017fgn","20:59:03.899","-09:34:49.40","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpt","PS1 - GPC1","","1","1","","22.11","w-P1","2017-06-25 11:52:48.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21300","AT 2017fgm","20:09:10.089","-27:52:54.00","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpq","PS1 - GPC1","","1","1","","20.78","w-P1","2017-05-24 13:47:59.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21299","AT 2017fgl","16:37:15.033","+75:52:59.56","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpr","PS1 - GPC1","","1","1","","20.68","i-Sloan","2017-06-16 11:03:50.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21298","AT 2017fgk","17:47:49.194","+16:08:05.18","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpn","PS1 - GPC1","","1","1","","17.69","i-Sloan","2017-07-09 10:16:19.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21297","AT 2017fgj","22:12:16.606","-00:35:21.14","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpl","PS1 - GPC1","","1","1","","21.54","w-P1","2017-07-06 14:06:43.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21296","AT 2017fgi","22:36:16.067","-12:54:37.91","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpj","PS1 - GPC1","","1","1","","20.94","w-P1","2017-07-05 13:39:21.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21295","AT 2017fgh","22:07:54.688","-06:41:18.05","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpk","PS1 - GPC1","","1","1","","21.87","w-P1","2017-07-06 14:05:16.000","PS1_Bot1","","2017TNSTR.755....1C","",""
"21294","AT 2017fgg","22:32:50.570","+32:03:46.84","","","","","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS","","ATLAS; GaiaAlerts; Pan-STARRS","ATLAS17ili","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","19.31","orange-ATLAS","2017-06-28 13:58:04.000","ATLAS_Bot1","","2017TNSTR.752....1T","",""
"21293","AT 2017fgf","23:12:24.422","+13:56:58.25","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17ilh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1","","1","1","","18.59","orange-ATLAS","2017-06-28 14:44:09.000","ATLAS_Bot1","","2017TNSTR.752....1T","",""
"21292","AT 2017fge","00:31:13.327","+36:16:48.21","","","","","ATLAS, iPTF","ATLAS, iPTF","","ATLAS; iPTF","ATLAS17ilq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - CFH12k","","1","1","","18.34","orange-ATLAS","2017-07-07 13:59:31.000","ATLAS_Bot1","","2017TNSTR.752....1T","",""
"21291","AT 2017fgd","10:44:38.939","+12:39:07.50","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpi","PS1 - GPC1","","1","1","","18.91","z-Sloan","2017-07-06 06:20:09.000","PS1_Bot1","","2017TNSTR.756....1C","",""
"21289","AT 2017fgb","09:46:41.010","-45:52:01.92","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsy","Gaia - Gaia-photometric","","1","1","","18.21","G-Gaia","2017-07-09 01:40:48.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21288","AT 2017fga","10:15:25.930","-02:04:31.84","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsx","Gaia - Gaia-photometric","","1","1","","17.92","G-Gaia","2017-07-09 02:22:33.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21287","AT 2017ffz","09:48:04.330","-45:26:04.99","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsw","Gaia - Gaia-photometric","","1","1","","18.79","G-Gaia","2017-07-09 01:42:14.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21285","AT 2017ffx","10:11:44.020","-02:43:49.76","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bst","Gaia - Gaia-photometric","","1","1","","18.69","G-Gaia","2017-06-22 20:16:48.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21284","AT 2017ffw","09:19:49.190","-30:43:37.56","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bss","Gaia - Gaia-photometric","","1","1","","20.17","G-Gaia","2017-06-16 03:38:52.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21283","AT 2017ffv","13:57:21.720","-34:46:24.74","","","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS17iky","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric","","1","1","","17.24","orange-ATLAS","2017-07-10 07:42:14.000","ATLAS_Bot1","","2017TNSTR.752....1T","",""
"21282","AT 2017ffu","15:45:14.170","-17:43:42.27","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17ikx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1","","1","1","","18.03","orange-ATLAS","2017-07-10 09:24:28.000","ATLAS_Bot1","","2017TNSTR.752....1T","",""
"21281","AT 2017fft","03:00:49.270","-79:33:10.69","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsq","Gaia - Gaia-photometric","","1","1","","18.73","G-Gaia","2017-07-08 06:57:36.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21280","AT 2017ffs","21:34:49.540","+35:32:03.95","","","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","","GaiaAlerts; ZTF","Gaia17bsp","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","16.59","G-Gaia","2017-07-07 22:55:12.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21279","AT 2017ffr","22:40:13.710","-36:02:53.27","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsm","Gaia - Gaia-photometric","","1","1","","18.93","G-Gaia","2017-07-06 18:10:04.000","Gaia_Bot1","","2017TNSTR.754....1D","",""
"21278","AT 2017ffq","17:40:14.540","-58:25:56.78","","","2MASX J17401447-5825586","0.012719","ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts","","ASAS-SN; GaiaAlerts","ASASSN-17je","ASASSN-2 - Cassius, Gaia - Gaia-photometric","","1","1","","15.9","V-Johnson","2017-07-10 03:50:24.000","Stanek","","2017TNSTR.748....1S","",""
"21277","AT 2017ffp","22:11:08.154","-01:10:44.16","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpg","PS1 - GPC1","","1","1","","20.33","w-P1","2017-07-06 14:06:43.000","PS1_Bot1","","2017TNSTR.750....1C","",""
"21276","AT 2017ffo","14:32:08.784","+01:03:44.91","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dph","PS1 - GPC1","","1","1","","18.62","i-Sloan","2017-07-07 07:09:07.000","PS1_Bot1","","2017TNSTR.750....1C","",""
"21275","AT 2017ffn","22:08:55.380","-04:38:53.91","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpf","PS1 - GPC1","","1","1","","19.91","w-P1","2017-07-06 14:03:50.000","PS1_Bot1","","2017TNSTR.750....1C","",""
"21274","AT 2017ffm","23:18:23.020","-04:24:58.27","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpd","PS1 - GPC1","","1","1","","18.53","i-Sloan","2017-07-08 13:55:12.000","PS1_Bot1","","2017TNSTR.750....1C","",""
"21273","AT 2017ffl","23:57:49.510","-16:43:37.26","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17ikp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1","","1","1","","18.64","orange-ATLAS","2017-07-04 14:19:40.000","ATLAS_Bot1","","2017TNSTR.749....1T","",""
"21272","AT 2017ffk","14:17:45.780","-13:52:35.62","","","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS17ikq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","18.15","orange-ATLAS","2017-07-08 08:16:47.000","ATLAS_Bot1","","2017TNSTR.749....1T","",""
"21271","AT 2017ffj","13:56:44.213","+66:51:55.96","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doy","PS1 - GPC1","","1","1","","20.34","i-Sloan","2017-07-06 06:56:09.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21270","AT 2017ffi","14:12:00.250","+78:22:47.93","","","","","Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts","","GaiaAlerts; Pan-STARRS","PS17doz","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.59","i-Sloan","2017-07-06 07:12:00.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21269","AT 2017ffh","22:46:43.297","-14:30:40.19","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dow","PS1 - GPC1","","1","1","","22.08","w-P1","2017-07-05 13:40:47.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21268","AT 2017ffg","22:47:52.293","-11:46:43.34","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dox","PS1 - GPC1","","1","1","","20.12","w-P1","2017-07-05 13:37:55.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21267","AT 2017fff","22:37:15.895","-09:52:47.44","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dou","PS1 - GPC1","","1","1","","20.78","w-P1","2017-07-05 13:37:55.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21266","AT 2017ffe","22:44:11.946","-14:11:20.59","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dov","PS1 - GPC1","","1","1","","21.65","w-P1","2017-07-05 13:40:47.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21265","AT 2017ffd","22:19:56.825","-14:37:31.99","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dos","PS1 - GPC1","","1","1","","19.9","w-P1","2017-07-05 13:30:43.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21264","AT 2017ffc","22:24:54.235","-10:11:46.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dot","PS1 - GPC1","","1","1","","21.94","w-P1","2017-07-05 13:35:02.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21263","AT 2017ffb","20:19:37.724","+57:08:26.03","","","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","","Pan-STARRS; ZTF","PS17doq","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","18.06","i-Sloan","2017-07-05 10:17:45.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21262","AT 2017ffa","22:18:16.169","-09:14:09.49","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dor","PS1 - GPC1","","1","1","","21.35","w-P1","2017-07-05 13:33:35.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21261","AT 2017fez","14:05:50.387","+01:27:24.81","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpc","PS1 - GPC1","","1","1","","18.5","i-Sloan","2017-07-07 07:29:16.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21260","AT 2017fey","19:07:46.437","+45:04:36.30","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dop","PS1 - GPC1","","1","1","","18.48","i-Sloan","2017-07-07 10:53:45.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21259","AT 2017fex","22:01:06.521","-07:09:12.92","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17don","PS1 - GPC1","","1","1","","20.47","w-P1","2017-07-06 14:05:16.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21258","AT 2017few","22:02:46.743","-04:24:41.21","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doo","PS1 - GPC1","","1","1","","19.99","w-P1","2017-07-06 14:03:50.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21257","AT 2017fev","14:49:20.207","+58:56:29.26","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpa","PS1 - GPC1","","1","1","","21.05","i-Sloan","2017-07-06 07:01:55.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21256","AT 2017feu","19:26:48.260","+68:55:43.16","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dpb","PS1 - GPC1","","1","1","","20.47","i-Sloan","2017-07-06 10:59:31.000","PS1_Bot1","","2017TNSTR.746....1C","",""
"21255","AT 2017fet","23:06:10.108","-08:51:52.53","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doj","PS1 - GPC1","","1","1","","21.35","w-P1","2017-07-05 13:43:40.000","PS1_Bot1","","2017TNSTR.744....1C","",""
"21254","AT 2017fes","08:14:11.820","-56:33:25.70","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsk","Gaia - Gaia-photometric","","1","1","","17.94","G-Gaia","2017-07-06 13:24:57.000","Gaia_Bot1","","2017TNSTR.743....1D","",""
"21253","AT 2017fer","23:23:39.107","-06:17:59.27","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17ijm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.21","orange-ATLAS","2017-07-01 14:03:50.000","ATLAS_Bot1","","2017TNSTR.742....1T","",""
"21252","AT 2017feq","23:31:32.340","-17:28:03.04","","","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS17ijs","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","18.24","orange-ATLAS","2017-07-04 13:56:38.000","ATLAS_Bot1","","2017TNSTR.742....1T","",""
"21251","AT 2017fep","06:01:55.260","-66:12:33.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsj","Gaia - Gaia-photometric","","1","1","","18.48","G-Gaia","2017-07-05 07:07:40.000","Gaia_Bot1","","2017TNSTR.743....1D","",""
"21250","AT 2017feo","05:00:59.910","-67:42:29.09","","","","","GaiaAlerts, OGLE","GaiaAlerts, OGLE","","GaiaAlerts; OGLE","Gaia17bsi","Gaia - Gaia-photometric, Other - Other","","1","1","","18.82","G-Gaia","2017-07-05 01:01:55.000","Gaia_Bot1","","2017TNSTR.743....1D","",""
"21249","AT 2017fen","10:48:27.990","+38:17:30.95","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsf","Gaia - Gaia-photometric","","1","1","","18.34","G-Gaia","2017-07-05 10:46:33.000","Gaia_Bot1","","2017TNSTR.743....1D","",""
"21245","AT 2017fej","10:02:58.120","+02:13:04.10","","","","","HSC","HSC","","HSC","","Subaru - HSC","","1","1","2018-07-06","25.727","i2-HSC","2017-04-26 06:14:24.000","Moriya","","2018TNSTR.937....1M","",""
"21243","AT 2017fei","09:58:33.420","+01:59:29.70","","","","","HSC","HSC","","HSC","","Subaru - HSC","","1","1","2018-07-06","24.28","z-HSC","2017-03-04 07:26:24.000","Moriya","","2018TNSTR.937....1M","",""
"21240","AT 2017feh","20:20:49.400","+39:39:00.25","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bse","Gaia - Gaia-photometric","","1","1","","17.33","G-Gaia","2017-07-04 16:43:40.000","Gaia_Bot1","","2017TNSTR.741....1D","",""
"21239","AT 2017feg","21:07:14.900","+17:51:38.48","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsd","Gaia - Gaia-photometric","","1","1","","17.88","G-Gaia","2017-07-04 12:54:43.000","Gaia_Bot1","","2017TNSTR.741....1D","",""
"21238","AT 2017fef","20:59:38.700","+19:08:45.74","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsc","Gaia - Gaia-photometric","","1","1","","18.38","G-Gaia","2017-07-04 05:06:43.000","Gaia_Bot1","","2017TNSTR.741....1D","",""
"21237","AT 2017fee","11:12:13.330","+43:49:23.23","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsb","Gaia - Gaia-photometric","","1","1","","18.22","G-Gaia","2017-07-04 10:53:45.000","Gaia_Bot1","","2017TNSTR.741....1D","",""
"21236","AT 2017fed","11:04:43.620","+40:46:54.19","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bsa","Gaia - Gaia-photometric","","1","1","","19","G-Gaia","2017-07-04 04:49:26.000","Gaia_Bot1","","2017TNSTR.741....1D","",""
"21235","AT 2017fec","21:30:11.814","-19:33:27.81","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnz","PS1 - GPC1","","1","1","","19.88","w-P1","2017-07-04 13:23:31.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21234","AT 2017feb","21:36:19.154","-23:41:22.27","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doa","PS1 - GPC1","","1","1","","19.9","w-P1","2017-07-04 13:10:33.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21233","AT 2017fea","20:59:20.164","-16:25:12.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnx","PS1 - GPC1","","1","1","","21.33","w-P1","2017-07-04 13:00:28.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21232","AT 2017fdz","21:22:39.734","-19:55:02.04","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dny","PS1 - GPC1","","1","1","","21.23","w-P1","2017-07-04 13:04:48.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21231","AT 2017fdy","20:54:01.378","-19:23:16.20","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnv","PS1 - GPC1","","1","1","","21.54","w-P1","2017-07-04 13:00:28.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21230","AT 2017fdx","20:58:46.940","-16:17:57.07","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnw","PS1 - GPC1","","1","1","","20.02","w-P1","2017-07-04 13:00:28.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21229","AT 2017fdw","18:30:25.425","+61:36:16.16","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnt","PS1 - GPC1","","1","1","","19.24","i-Sloan","2017-07-04 09:23:02.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21228","AT 2017fdv","19:38:33.380","+61:52:16.02","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnu","PS1 - GPC1","","1","1","","19.46","i-Sloan","2017-07-04 10:42:14.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21227","AT 2017fdu","18:17:13.420","+65:14:07.58","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dns","PS1 - GPC1","","1","1","","20.09","i-Sloan","2017-07-04 09:25:55.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21226","AT 2017fdt","22:40:28.833","+24:40:01.37","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doh","PS1 - GPC1","","1","1","","18.94","i-Sloan","2017-07-04 11:58:33.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21225","AT 2017fds","23:02:29.279","+17:52:59.63","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doi","PS1 - GPC1","","1","1","","18.56","i-Sloan","2017-07-04 11:52:48.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21224","AT 2017fdr","22:07:30.698","+24:58:09.38","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dof","PS1 - GPC1","","1","1","","20.06","i-Sloan","2017-07-04 11:41:16.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21223","AT 2017fdq","22:36:32.671","+25:00:10.05","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dog","PS1 - GPC1","","1","1","","20.09","i-Sloan","2017-07-04 11:58:33.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21222","AT 2017fdp","22:04:44.334","-17:09:56.22","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dod","PS1 - GPC1","","1","1","","21.03","w-P1","2017-07-04 13:13:26.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21221","AT 2017fdo","22:06:40.681","-17:09:34.15","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doe","PS1 - GPC1","","1","1","","20.97","w-P1","2017-07-04 13:13:26.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21220","AT 2017fdn","21:38:07.461","-20:42:42.61","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dob","PS1 - GPC1","","1","1","","21.32","w-P1","2017-07-04 13:09:07.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21219","AT 2017fdm","22:00:43.980","+25:04:49.96","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17doc","PS1 - GPC1","","1","1","","20.32","i-Sloan","2017-07-04 11:41:16.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21218","AT 2017fdl","21:43:58.776","-11:20:40.45","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnq","PS1 - GPC1","","1","1","","21.28","w-P1","2017-07-01 13:47:59.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21217","AT 2017fdk","21:28:23.647","-14:38:45.90","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dno","PS1 - GPC1","","1","1","","21.17","w-P1","2017-07-01 13:46:33.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21216","AT 2017fdj","21:39:13.384","-12:29:25.65","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnp","PS1 - GPC1","","1","1","","20.35","w-P1","2017-07-01 13:47:59.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21215","AT 2017fdi","21:08:37.385","-09:27:04.42","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnm","PS1 - GPC1","","1","1","","19.79","w-P1","2017-07-01 13:39:21.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21214","AT 2017fdh","21:13:02.178","-11:22:55.55","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnn","PS1 - GPC1","","1","1","","20.05","w-P1","2017-07-01 13:42:14.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21213","AT 2017fdg","21:32:43.192","-12:00:04.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnl","PS1 - GPC1","","1","1","","18.84","w-P1","2017-07-01 13:45:07.000","PS1_Bot1","","2017TNSTR.739....1C","",""
"21212","AT 2017fdf","08:37:56.580","-22:47:08.77","","","","","GaiaAlerts, MASTER","GaiaAlerts, MASTER","","GaiaAlerts; MASTER","Gaia17brz","Gaia - Gaia-photometric, Other - Other","","1","1","","17.66","G-Gaia","2017-07-03 01:49:26.000","Gaia_Bot1","","2017TNSTR.738....1D","",""
"21211","AT 2017fde","21:24:02.440","-01:16:36.52","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dni","PS1 - GPC1","","1","1","","20.71","w-P1","2017-06-25 12:59:02.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21210","AT 2017fdd","21:55:28.998","-04:00:46.86","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnj","PS1 - GPC1","","1","1","","21.98","w-P1","2017-06-25 13:06:14.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21209","AT 2017fdc","21:48:16.283","-09:12:38.76","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dng","PS1 - GPC1","","1","1","","21.19","w-P1","2017-07-01 13:49:26.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21208","AT 2017fdb","21:53:17.716","-09:37:17.74","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnh","PS1 - GPC1","","1","1","","20.09","w-P1","2017-07-01 13:49:26.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21207","AT 2017fda","21:41:24.389","-09:18:06.04","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnf","PS1 - GPC1","","1","1","","20.82","w-P1","2017-07-01 13:49:26.000","PS1_Bot1","","2017TNSTR.735....1C","",""
"21206","AT 2017fcz","14:14:30.630","+53:50:42.33","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dnc","PS1 - GPC1","","1","1","","19.5","i-Sloan","2017-07-01 06:31:40.000","PS1_Bot1","","2017TNSTR.735....1C","",""
