"111000","AT 2022ngz","16:59:52.565","+44:40:50.79","","","SDSS J165952.66+444050.6","","ALeRCE","ZTF","","ALeRCE","ZTF22aaotdwb","P48 - ZTF-Cam","","1","1","","20.9721","g-ZTF","2022-06-18 06:24:39.997","ALeRCE","","2022TNSTR1728....1M","",""
"110999","AT 2022ngy","14:25:25.524","+14:01:46.65","","","SDSS J142525.49+140147.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaovvnd","P48 - ZTF-Cam","","1","1","","20.8396","g-ZTF","2022-06-18 06:04:20.004","ALeRCE","","2022TNSTR1728....1M","",""
"110997","AT 2022ngw","16:16:10.108","+45:22:24.48","","","SDSS J161610.11+452224.8","","ALeRCE","ZTF","","ALeRCE","ZTF22aaowxdy","P48 - ZTF-Cam","","1","1","","21.0034","g-ZTF","2022-06-18 06:18:08.001","ALeRCE","","2022TNSTR1728....1M","",""
"110996","AT 2022ngv","17:06:40.001","+36:52:04.40","","","WISEA J170640.02+365157.6","0.159081","ALeRCE","ZTF","","ALeRCE","ZTF22aaoxfgq","P48 - ZTF-Cam","","1","1","","20.9699","g-ZTF","2022-06-19 07:23:42.000","ALeRCE","","2022TNSTR1728....1M","",""
"110995","AT 2022ngu","15:03:04.519","+67:08:27.88","","","SDSS J150305.57+670826.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoxfjb","P48 - ZTF-Cam","","1","1","","20.9211","g-ZTF","2022-06-18 06:16:45.998","ALeRCE","","2022TNSTR1728....1M","",""
"110992","AT 2022ngr","20:02:28.114","+48:46:09.03","","","WISEA J200227.83+484614.1","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaoxpwf","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","20.3606","g-ZTF","2022-06-20 07:45:45.000","ALeRCE","","2022TNSTR1728....1M","",""
"110991","AT 2022ngq","20:22:43.541","+10:20:21.77","","","WISEA J202243.86+102024.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoxwdo","P48 - ZTF-Cam","","1","1","","20.1365","r-ZTF","2022-06-22 09:26:49.001","ALeRCE","","2022TNSTR1728....1M","",""
"110990","AT 2022ngp","20:04:26.102","-03:11:23.98","","","","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoxxdy","P48 - ZTF-Cam","","1","1","","19.8633","r-ZTF","2022-06-22 09:29:32.004","ALeRCE","","2022TNSTR1728....1M","",""
"110989","AT 2022ngo","23:25:02.381","-00:52:25.31","","","SDSS J232502.41-005224.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoyefu","P48 - ZTF-Cam","","1","1","","19.8116","r-ZTF","2022-06-22 09:45:32.003","ALeRCE","","2022TNSTR1728....1M","",""
"110988","AT 2022ngn","20:52:04.843","+05:50:39.62","","","SDSS J205204.19+055039.5","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaoysqc","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1806","r-ZTF","2022-06-20 09:05:26.998","ALeRCE","","2022TNSTR1728....1M","",""
"110987","AT 2022ngm","21:49:08.562","-05:55:12.69","","","WISEA J214908.55-055512.3","0.1779","ALeRCE","ZTF","","ALeRCE","ZTF22aaoyvqz","P48 - ZTF-Cam","","1","1","","20.3239","r-ZTF","2022-06-22 09:54:23.000","ALeRCE","","2022TNSTR1728....1M","",""
"110986","AT 2022ngl","16:31:40.229","+07:03:18.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnw","PS2 - GPC2","","1","1","","21.04","w-P1","2022-06-21 09:53:36.672","PS2_Bot1","","2022TNSTR1732....1C","",""
"110985","AT 2022ngk","21:30:03.990","-01:33:33.14","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnv","PS2 - GPC2","","1","1","","20.7","w-P1","2022-06-21 13:21:19.008","PS2_Bot1","","2022TNSTR1732....1C","",""
"110984","AT 2022ngj","16:27:19.238","+04:43:50.80","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnu","PS2 - GPC2","","1","1","","21.14","w-P1","2022-06-21 09:49:52.896","PS2_Bot1","","2022TNSTR1732....1C","",""
"110983","AT 2022ngi","21:58:44.926","-02:54:48.83","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnt","PS2 - GPC2","","1","1","","19.97","w-P1","2022-06-21 13:10:09.408","PS2_Bot1","","2022TNSTR1732....1C","",""
"110982","AT 2022ngh","11:33:49.791","+45:06:40.62","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rfk","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.207","cyan-ATLAS","2022-06-21 06:16:33.600","ATLAS_Bot1","","2022TNSTR1729....1T","",""
"110981","AT 2022ngg","10:40:41.271","-09:58:39.05","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rfi","ATLAS-CHL - ATLAS-04","","1","1","","18.785","orange-ATLAS","2022-06-21 00:14:35.232","ATLAS_Bot1","","2022TNSTR1729....1T","",""
"110980","AT 2022ngf","12:12:09.177","+52:15:31.49","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rfh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.534","cyan-ATLAS","2022-06-21 06:19:11.712","ATLAS_Bot1","","2022TNSTR1729....1T","",""
"110975","AT 2022nga","18:28:47.070","-74:48:35.14","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpq","Gaia - Gaia-photometric","","1","1","","18.6","G-Gaia","2022-06-20 04:49:26.400","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110974","AT 2022nfz","11:35:56.270","-60:18:03.28","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpp","Gaia - Gaia-photometric","","1","1","","19.42","G-Gaia","2022-06-20 11:22:33.600","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110973","AT 2022nfy","07:57:20.560","+66:26:05.42","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpl","Gaia - Gaia-photometric","","1","1","","18.49","G-Gaia","2022-06-20 09:12:57.600","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110972","AT 2022nfx","11:12:59.600","-53:04:38.68","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpk","Gaia - Gaia-photometric","","1","1","","19","G-Gaia","2022-06-20 11:29:45.600","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110971","AT 2022nfw","10:28:49.660","-25:05:09.64","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpj","Gaia - Gaia-photometric","","1","1","","17.99","G-Gaia","2022-06-20 11:55:40.800","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110970","AT 2022nfv","10:31:04.320","-26:31:55.34","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpi","Gaia - Gaia-photometric","","1","1","","18.19","G-Gaia","2022-06-20 11:54:14.400","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110969","AT 2022nfu","13:26:47.790","-73:43:21.29","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cph","Gaia - Gaia-photometric","","1","1","","18.24","G-Gaia","2022-06-20 11:06:43.200","Gaia_Bot1","","2022TNSTR1731....1H","",""
"110968","AT 2022nft","15:32:25.373","-11:52:33.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fns","PS2 - GPC2","","1","1","","20.07","w-P1","2022-06-21 07:07:48.576","PS2_Bot1","","2022TNSTR1732....1C","",""
"110967","AT 2022nfs","21:54:10.848","-02:09:41.03","","","","","Pan-STARRS, ALeRCE","Pan-STARRS, ZTF","","ALeRCE; Pan-STARRS","PS22fnr","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.29","w-P1","2022-06-21 13:12:00.864","PS2_Bot1","","2022TNSTR1732....1C","",""
"110966","AT 2022nfr","21:17:11.095","-03:43:56.01","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnq","PS2 - GPC2","","1","1","","20.63","w-P1","2022-06-21 13:01:00.768","PS2_Bot1","","2022TNSTR1732....1C","",""
"110965","AT 2022nfq","21:07:48.554","-05:21:10.87","","","","","Pan-STARRS, YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22fnp","PS2 - GPC2","","1","1","","20.65","w-P1","2022-06-21 12:58:16.608","PS2_Bot1","","2022TNSTR1732....1C","",""
"110964","AT 2022nfp","21:11:51.520","+01:07:37.84","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fno","PS2 - GPC2","","1","1","","21.31","w-P1","2022-06-06 12:37:01.344","PS2_Bot1","","2022TNSTR1732....1C","",""
"110962","AT 2022nfo","02:38:28.500","+44:53:02.62","","","","","ZTF","ZTF","","ZTF","ZTF22aabldhz","P48 - ZTF-Cam","","1","1","","18.0903","r-ZTF","2022-06-13 11:23:02.976","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"110961","AT 2022nfn","21:51:34.329","+22:39:03.05","","","","","ZTF","ZTF","","ZTF","ZTF22aaoreoz","P48 - ZTF-Cam","","1","1","","19.8706","r-ZTF","2022-06-18 10:14:45.888","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"110960","AT 2022nfm","02:03:19.623","+32:04:38.89","","","","","ZTF","ZTF","","ZTF","ZTF19adgjhha","P48 - ZTF-Cam","","1","1","","17.4719","r-ZTF","2022-06-04 11:26:57.120","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"110959","AT 2022nfl","16:49:02.123","-19:45:24.45","","","","","ZTF","ZTF","","ZTF","ZTF22aagghmx","P48 - ZTF-Cam","","1","1","","18.9801","r-ZTF","2022-05-22 09:34:29.280","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","",""
"110958","AT 2022nfk","15:23:25.801","-31:17:06.79","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22reh","ATLAS-CHL - ATLAS-04","","1","1","","18.882","orange-ATLAS","2022-06-19 03:02:00.960","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110957","AT 2022nfj","03:29:44.908","-22:21:59.21","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22reg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.592","orange-ATLAS","2022-06-19 10:06:22.176","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110956","AT 2022nfi","12:59:47.296","+20:45:06.87","","","","","ATLAS, ALeRCE","ATLAS, ZTF","","ALeRCE; ATLAS","ATLAS22ree","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","19.526","cyan-ATLAS","2022-06-20 06:30:18.720","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110953","AT 2022nff","14:56:17.863","-09:26:05.91","","","","","YSE, Pan-STARRS","Pan-STARRS","","Pan-STARRS; YSE","PS22fnl","PS2 - GPC2","","1","1","","20.6","r-P1","2022-06-20 08:06:08.640","YSE_Bot1","","2022TNSTR1724....1J","",""
"110952","AT 2022nfe","11:18:00.004","+09:23:27.08","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22fnk","PS2 - GPC2","","1","1","","20.82","r-P1","2022-06-20 06:28:11.712","YSE_Bot1","","2022TNSTR1724....1J","",""
"110951","AT 2022nfd","09:13:16.082","+01:30:47.98","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rdx","ATLAS-CHL - ATLAS-04","","1","1","","18.634","orange-ATLAS","2022-06-20 23:19:33.024","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110950","AT 2022nfc","11:51:14.000","+52:54:10.00","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rdw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.066","cyan-ATLAS","2022-06-21 06:14:35.232","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110949","AT 2022nfb","12:25:12.514","+56:12:20.52","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rdv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.467","cyan-ATLAS","2022-06-21 06:27:52.704","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110948","AT 2022nfa","13:54:56.345","+54:41:22.47","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rds","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.024","cyan-ATLAS","2022-06-21 07:33:18.720","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110945","AT 2022nex","14:12:23.109","+44:19:40.22","","","","","ATLAS, ALeRCE","ATLAS, ZTF","","ALeRCE; ATLAS","ATLAS22rdo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.394","cyan-ATLAS","2022-06-21 07:40:35.040","ATLAS_Bot1","","2022TNSTR1718....1T","",""
"110944","AT 2022new","15:25:29.283","-08:35:04.23","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fni","PS2 - GPC2","","1","1","","22.06","w-P1","2022-06-21 07:06:54.144","PS2_Bot1","","2022TNSTR1721....1C","",""
"110943","AT 2022nev","16:29:09.463","+02:59:48.00","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnh","PS2 - GPC2","","1","1","","19.95","w-P1","2022-06-21 10:25:11.424","PS2_Bot1","","2022TNSTR1721....1C","",""
"110942","AT 2022neu","16:07:21.724","+05:56:05.10","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fng","PS2 - GPC2","","1","1","","20.88","w-P1","2022-06-07 08:35:33.792","PS2_Bot1","","2022TNSTR1721....1C","",""
"110941","AT 2022net","20:34:27.761","-19:12:57.07","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnf","PS2 - GPC2","","1","1","","20.67","w-P1","2022-06-21 11:05:53.952","PS2_Bot1","","2022TNSTR1721....1C","",""
"110939","AT 2022ner","20:12:38.415","-17:35:30.53","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnc","PS2 - GPC2","","1","1","","20.69","w-P1","2022-06-21 11:00:28.224","PS2_Bot1","","2022TNSTR1721....1C","",""
"110938","AT 2022neq","16:32:38.251","+03:19:04.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fnb","PS2 - GPC2","","1","1","","21.23","w-P1","2022-06-07 09:31:20.064","PS2_Bot1","","2022TNSTR1721....1C","",""
"110936","AT 2022neo","14:45:18.759","-19:25:51.17","","","","","Fink","ZTF","","Fink","ZTF22aaohaav","P48 - ZTF-Cam","","1","1","","20.3786","g-ZTF","2022-06-06 06:02:25.999","Fink","","2022TNSTR1719....1P","",""
"110935","AT 2022nen","17:47:25.380","+12:03:31.25","","","","","Fink, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","","ATLAS; Fink; GaiaAlerts; Pan-STARRS","ZTF22aaobnru","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.078","g-ZTF","2022-06-09 08:38:30.998","Fink","","2022TNSTR1719....1P","",""
"110934","AT 2022nem","14:01:28.229","+09:00:17.19","","","SDSS J140128.19+090018.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaohtnk","P48 - ZTF-Cam","","1","1","","20.2766","g-ZTF","2022-06-17 06:04:46.001","ALeRCE","","2022TNSTR1717....1F","",""
"110933","AT 2022nel","14:12:35.990","+30:35:18.57","","","SDSS J141235.99+303518.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aaohvay","P48 - ZTF-Cam","","1","1","","20.1535","g-ZTF","2022-06-17 06:17:51.999","ALeRCE","","2022TNSTR1717....1F","",""
"110932","AT 2022nek","16:03:19.238","+14:04:12.60","","","SDSS J160319.14+140411.2","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaokzim","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0706","r-ZTF","2022-06-19 07:40:11.997","ALeRCE","","2022TNSTR1717....1F","",""
"110931","AT 2022nej","13:07:56.003","+24:02:34.20","","","SDSS J130755.91+240234.6","","ALeRCE","ZTF","","ALeRCE","ZTF22aaolacg","P48 - ZTF-Cam","","1","1","","20.2301","g-ZTF","2022-06-17 07:08:49.004","ALeRCE","","2022TNSTR1717....1F","",""
"110930","AT 2022nei","14:04:25.841","+10:44:12.26","","","SDSS J140425.85+104413.2","","ALeRCE","ZTF","","ALeRCE","ZTF22aaolaem","P48 - ZTF-Cam","","1","1","","20.2073","g-ZTF","2022-06-19 06:00:10.999","ALeRCE","","2022TNSTR1717....1F","",""
"110929","AT 2022neh","12:54:49.708","+18:29:35.39","","","WISEA J125449.91+182938.2","0.081835","ALeRCE","ZTF","","ALeRCE","ZTF22aaomhnb","P48 - ZTF-Cam","","1","1","","20.0296","g-ZTF","2022-06-19 05:54:03.997","ALeRCE","","2022TNSTR1717....1F","",""
"110928","AT 2022neg","16:19:42.889","+17:48:02.99","","","SDSS J161942.69+174803.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aaonhaa","P48 - ZTF-Cam","","1","1","","20.4864","r-ZTF","2022-06-17 08:26:05.997","ALeRCE","","2022TNSTR1717....1F","",""
"110927","AT 2022nef","16:17:58.693","+23:31:39.84","","","SDSS J161758.67+233139.8","","ALeRCE, YSE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS; YSE","ZTF22aaonhdd","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.6484","g-ZTF","2022-06-19 07:12:52.004","ALeRCE","","2022TNSTR1717....1F","",""
"110925","AT 2022ned","12:21:29.476","+50:04:45.30","","","SDSS J122128.99+500446.2","0.0991928","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaopzqq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.9765","r-ZTF","2022-06-19 04:58:19.998","ALeRCE","","2022TNSTR1717....1F","",""
"110924","AT 2022nec","14:38:27.162","+28:23:42.42","","","SDSS J143827.02+282341.6","0.118625","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqbir","P48 - ZTF-Cam","","1","1","","20.6243","r-ZTF","2022-06-17 05:06:52.004","ALeRCE","","2022TNSTR1717....1F","",""
"110923","AT 2022neb","13:43:56.780","+51:46:07.67","","","SDSS J134356.66+514605.8","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqfas","P48 - ZTF-Cam","","1","1","","20.2815","g-ZTF","2022-06-21 04:47:57.002","ALeRCE","","2022TNSTR1717....1F","",""
"110922","AT 2022nea","13:16:30.329","-02:10:01.73","","","SDSS J131630.34-021001.6","","ALeRCE","ZTF","","ALeRCE","ZTF22aaosevz","P48 - ZTF-Cam","","1","1","","20.5827","r-ZTF","2022-06-17 04:36:58.003","ALeRCE","","2022TNSTR1717....1F","",""
"110921","AT 2022ndz","12:13:57.775","+50:34:53.21","","","SDSS J121357.73+503451.0","0.1479931","ALeRCE","ZTF","","ALeRCE","ZTF22aaosfzo","P48 - ZTF-Cam","","1","1","","20.0815","g-ZTF","2022-06-21 04:44:33.003","ALeRCE","","2022TNSTR1717....1F","",""
"110920","AT 2022ndy","12:36:24.959","+55:27:56.38","","","WISEA J123624.95+552749.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaosgke","P48 - ZTF-Cam","","1","1","","20.1005","g-ZTF","2022-06-17 07:17:38.999","ALeRCE","","2022TNSTR1717....1F","",""
"110919","AT 2022ndx","12:42:11.893","+57:25:31.06","","","SDSS J124212.03+572528.3","","ALeRCE","ZTF","","ALeRCE","ZTF22aaosgpr","P48 - ZTF-Cam","","1","1","","19.6582","g-ZTF","2022-06-21 04:47:15.996","ALeRCE","","2022TNSTR1717....1F","",""
"110918","AT 2022ndw","13:08:21.494","+19:49:15.92","","","SDSS J130821.31+194916.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoshcy","P48 - ZTF-Cam","","1","1","","20.0728","g-ZTF","2022-06-19 05:54:03.997","ALeRCE","","2022TNSTR1717....1F","",""
"110917","AT 2022ndv","13:15:44.613","+33:40:43.43","","","SDSS J131544.58+334046.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoshfw","P48 - ZTF-Cam","","1","1","","20.6691","g-ZTF","2022-06-17 06:15:09.999","ALeRCE","","2022TNSTR1717....1F","",""
"110916","AT 2022ndu","13:33:43.408","+32:08:30.52","","","SDSS J133343.39+320830.5","","ALeRCE, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS","","ALeRCE; ATLAS; Pan-STARRS; YSE","ZTF22aaosjnc","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.3919","g-ZTF","2022-06-19 05:49:59.002","ALeRCE","","2022TNSTR1717....1F","",""
"110914","AT 2022nds","15:58:59.447","+07:27:56.46","","","WISEA J155859.63+072755.1","0.139562","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaotexo","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1449","r-ZTF","2022-06-17 08:24:44.004","ALeRCE","","2022TNSTR1717....1F","",""
"110913","AT 2022ndr","16:15:22.997","+21:38:55.13","","","SDSS J161522.89+213855.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaotqss","P48 - ZTF-Cam","","1","1","","20.4335","g-ZTF","2022-06-21 07:40:11.997","ALeRCE","","2022TNSTR1717....1F","",""
"110912","AT 2022ndq","15:33:29.132","+19:58:44.08","","","SDSS J153329.16+195844.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaottwr","P48 - ZTF-Cam","","1","1","","20.5914","r-ZTF","2022-06-17 05:35:51.003","ALeRCE","","2022TNSTR1717....1F","",""
"110911","AT 2022ndp","17:06:55.095","+41:39:06.99","","","SDSS J170654.75+413903.6","","ALeRCE","ZTF","","ALeRCE","ZTF22aaotwbv","P48 - ZTF-Cam","","1","1","","20.4952","g-ZTF","2022-06-19 07:23:42.000","ALeRCE","","2022TNSTR1717....1F","",""
"110910","AT 2022ndo","16:40:36.216","-00:06:41.40","","","SDSS J164036.17-000641.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aaouefy","P48 - ZTF-Cam","","1","1","","20.4837","g-ZTF","2022-06-19 07:04:42.004","ALeRCE","","2022TNSTR1717....1F","",""
"110909","AT 2022ndn","21:18:06.288","-19:24:33.51","","","WISEA J211806.55-192432.6","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaouvtg","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.5362","r-ZTF","2022-06-21 09:33:36.999","ALeRCE","","2022TNSTR1717....1F","",""
"110908","AT 2022ndm","20:57:41.710","-12:16:24.76","","","SDSS J205741.61-121626.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaovccs","P48 - ZTF-Cam","","1","1","","20.2123","r-ZTF","2022-06-21 10:03:06.998","ALeRCE","","2022TNSTR1717....1F","",""
"110907","AT 2022ndl","23:38:40.614","+27:42:52.18","","","SDSS J233840.39+274242.1","","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF22aaovdqh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","19.8617","g-ZTF","2022-06-18 09:55:23.998","ALeRCE","","2022TNSTR1717....1F","",""
"110906","AT 2022ndk","22:32:56.634","-03:46:58.97","","","SDSS J223256.61-034656.1","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaovhce","P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","","1","1","","19.7057","r-ZTF","2022-06-21 10:18:20.998","ALeRCE","","2022TNSTR1717....1F","",""
"110905","AT 2022ndj","22:45:00.687","-14:26:15.65","","","WISEA J224501.06-142624.5","","ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaovhyf","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.6669","r-ZTF","2022-06-21 10:20:23.997","ALeRCE","","2022TNSTR1717....1F","",""
"110904","AT 2022ndi","22:23:58.501","-08:47:15.93","","","SDSS J222358.45-084716.7","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaovixi","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1409","r-ZTF","2022-06-21 10:21:04.000","ALeRCE","","2022TNSTR1717....1F","",""
"110903","AT 2022ndh","22:43:45.403","+03:38:51.04","","","SDSS J224345.44+033851.3","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaovpni","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0956","g-ZTF","2022-06-21 10:54:39.004","ALeRCE","","2022TNSTR1717....1F","",""
"110902","AT 2022ndg","15:37:08.900","+12:18:01.67","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fna","PS2 - GPC2","","1","1","","21.09","w-P1","2022-06-20 09:44:00.384","PS2_Bot1","","2022TNSTR1721....1C","",""
"110901","AT 2022ndf","16:22:24.079","+10:07:28.88","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmz","PS2 - GPC2","","1","1","","20.79","w-P1","2022-06-20 10:44:41.280","PS2_Bot1","","2022TNSTR1721....1C","",""
"110900","AT 2022nde","16:09:03.251","+14:42:07.18","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmy","PS2 - GPC2","","1","1","","20.88","w-P1","2022-06-20 10:41:56.256","PS2_Bot1","","2022TNSTR1721....1C","",""
"110899","AT 2022ndd","16:16:52.639","+13:00:17.93","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmx","PS2 - GPC2","","1","1","","20.48","w-P1","2022-06-20 10:43:45.984","PS2_Bot1","","2022TNSTR1721....1C","",""
"110898","AT 2022ndc","15:11:08.550","+12:25:02.53","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmw","PS2 - GPC2","","1","1","","21.04","w-P1","2022-06-20 09:39:28.224","PS2_Bot1","","2022TNSTR1721....1C","",""
"110897","AT 2022ndb","16:56:43.347","+08:33:37.18","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmv","PS2 - GPC2","","1","1","","20.64","w-P1","2022-06-20 10:54:47.808","PS2_Bot1","","2022TNSTR1721....1C","",""
"110896","AT 2022nda","15:18:46.575","-24:57:39.46","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmu","PS2 - GPC2","","1","1","","19.45","w-P1","2022-06-20 07:06:55.872","PS2_Bot1","","2022TNSTR1721....1C","",""
